track_id,race_date,race_number,program_number,trakus_index,latitude,longitude
AQU,2019-01-01,9,6  ,274,40.671691340211602,-73.8319200411933
AQU,2019-01-01,9,6  ,275,40.671655897881998,-73.831936841052993
AQU,2019-01-01,9,6  ,264,40.672055088993602,-73.831748780104306
AQU,2019-01-01,9,6  ,265,40.672018610994002,-73.831765885152905
AQU,2019-01-01,9,6  ,266,40.671981836245799,-73.831783165543598
AQU,2019-01-01,9,6  ,267,40.671945664499397,-73.831800166061996
AQU,2019-01-01,9,6  ,268,40.671909323399802,-73.831817282798596
AQU,2019-01-01,9,6  ,269,40.671873434918602,-73.831834164361695
AQU,2019-01-01,9,6  ,258,40.672276716649499,-73.831644830977297
AQU,2019-01-01,9,6  ,259,40.672238247339997,-73.831662985794793
AQU,2019-01-01,9,6  ,260,40.672200872606503,-73.831680557310904
AQU,2019-01-01,9,6  ,261,40.672163752150198,-73.831697973153098
AQU,2019-01-01,9,6  ,262,40.672126927415803,-73.831715138802807
AQU,2019-01-01,9,6  ,263,40.672091354154198,-73.831731736171506
AQU,2019-01-01,9,6  ,252,40.672502802539697,-73.831537105543603
AQU,2019-01-01,9,6  ,253,40.6724645141555,-73.831555364740396
AQU,2019-01-01,9,6  ,254,40.672426133365398,-73.831573742085098
AQU,2019-01-01,9,6  ,255,40.672388468476299,-73.831591762059304
AQU,2019-01-01,9,6  ,256,40.672350511309702,-73.831609867468302
AQU,2019-01-01,9,6  ,257,40.672313999423402,-73.831627201716501
AQU,2019-01-01,9,6  ,246,40.672730836436997,-73.831431009827497
AQU,2019-01-01,9,6  ,247,40.672693688443701,-73.831448074874402
AQU,2019-01-01,9,6  ,248,40.672655622242097,-73.831465704071206
AQU,2019-01-01,9,6  ,249,40.672617485602501,-73.831483391031796
AQU,2019-01-01,9,6  ,250,40.672579808092898,-73.831500902527495
AQU,2019-01-01,9,6  ,251,40.672541433193103,-73.831518875687294
AQU,2019-01-01,9,6  ,240,40.672952853514502,-73.831328897821194
AQU,2019-01-01,9,6  ,241,40.672914907706698,-73.831346370910396
AQU,2019-01-01,9,6  ,242,40.672877837696603,-73.831363512795505
AQU,2019-01-01,9,6  ,243,40.672841432629198,-73.831380320957706
AQU,2019-01-01,9,6  ,244,40.672805063000801,-73.831397012271694
AQU,2019-01-01,9,6  ,245,40.672768067377199,-73.831413969001105
AQU,2019-01-01,9,6  ,234,40.673182882652497,-73.831222263498006
AQU,2019-01-01,9,6  ,235,40.673143576064497,-73.8312406443263
AQU,2019-01-01,9,6  ,236,40.673105009834401,-73.831258581138897
AQU,2019-01-01,9,6  ,237,40.673066658927198,-73.831276430542005
AQU,2019-01-01,9,6  ,238,40.6730279128059,-73.831294337870801
AQU,2019-01-01,9,6  ,239,40.672990048933201,-73.831311760428093
AQU,2019-01-01,9,6  ,228,40.673407574215901,-73.831113437902303
AQU,2019-01-01,9,6  ,229,40.673370556086901,-73.831131873495096
AQU,2019-01-01,9,6  ,230,40.673333020329899,-73.831150373638707
AQU,2019-01-01,9,6  ,231,40.673295589424903,-73.831168624333202
AQU,2019-01-01,9,6  ,232,40.673258418736602,-73.831186528376406
AQU,2019-01-01,9,6  ,233,40.673220627993999,-73.831204506865205
AQU,2019-01-01,9,6  ,222,40.673632550886701,-73.830999209129402
AQU,2019-01-01,9,6  ,223,40.673595493501502,-73.831018315561494
AQU,2019-01-01,9,6  ,224,40.673557709164498,-73.831037596244101
AQU,2019-01-01,9,6  ,225,40.6735194082205,-73.831057016289407
AQU,2019-01-01,9,6  ,226,40.673482307276103,-73.831075854270196
AQU,2019-01-01,9,6  ,227,40.673444908052097,-73.831094755379397
AQU,2019-01-01,9,6  ,216,40.673861503314498,-73.830880298457103
AQU,2019-01-01,9,6  ,217,40.673823216573098,-73.830900339495599
AQU,2019-01-01,9,6  ,218,40.673785169100903,-73.830920169075696
AQU,2019-01-01,9,6  ,219,40.673746393717899,-73.830940311376906
AQU,2019-01-01,9,6  ,220,40.673708917248398,-73.830959813151907
AQU,2019-01-01,9,6  ,221,40.673670689369203,-73.830979575815704
AQU,2019-01-01,9,6  ,210,40.6740889452647,-73.830760105389999
AQU,2019-01-01,9,6  ,211,40.674050981343598,-73.830780210061704
AQU,2019-01-01,9,6  ,212,40.674013182807599,-73.830800325782903
AQU,2019-01-01,9,6  ,213,40.6739758643456,-73.8308201308283
AQU,2019-01-01,9,6  ,214,40.673937372315201,-73.830840367605205
AQU,2019-01-01,9,6  ,215,40.673899565211698,-73.830860273915206
AQU,2019-01-01,9,6  ,204,40.674318787707897,-73.830639211352207
AQU,2019-01-01,9,6  ,205,40.674280191308,-73.830659521895001
AQU,2019-01-01,9,6  ,206,40.674241931622099,-73.830679663584107
AQU,2019-01-01,9,6  ,207,40.674203868739902,-73.830699613521901
AQU,2019-01-01,9,6  ,208,40.674165707449802,-73.830719659300399
AQU,2019-01-01,9,6  ,209,40.674126312182203,-73.830740302876805
AQU,2019-01-01,9,6  ,198,40.6745469498576,-73.830520664779698
AQU,2019-01-01,9,6  ,199,40.674509661722098,-73.830539765959301
AQU,2019-01-01,9,6  ,200,40.674472894208201,-73.830558813694694
AQU,2019-01-01,9,6  ,201,40.674434004977797,-73.830578959103406
AQU,2019-01-01,9,6  ,202,40.674395742754797,-73.830598913853194
AQU,2019-01-01,9,6  ,203,40.674357308177598,-73.830618973669203
AQU,2019-01-01,9,6  ,192,40.674770414081202,-73.830412140307899
AQU,2019-01-01,9,6  ,193,40.674733189382003,-73.830429417820596
AQU,2019-01-01,9,6  ,194,40.6746961791102,-73.830446959678895
AQU,2019-01-01,9,6  ,195,40.674658853189399,-73.830464961719997
AQU,2019-01-01,9,6  ,196,40.674622246740697,-73.830482868214901
AQU,2019-01-01,9,6  ,197,40.674584685178999,-73.830501556787496
AQU,2019-01-01,9,6  ,186,40.674981488987498,-73.8302709183248
AQU,2019-01-01,9,6  ,187,40.674946673167398,-73.830298320940997
AQU,2019-01-01,9,6  ,188,40.674911707471203,-73.830324136751599
AQU,2019-01-01,9,6  ,189,40.674877055501497,-73.8303481003895
AQU,2019-01-01,9,6  ,190,40.674841153657901,-73.830371288935794
AQU,2019-01-01,9,6  ,191,40.674805645491404,-73.830392638398095
AQU,2019-01-01,9,6  ,180,40.675177935312703,-73.830081361513393
AQU,2019-01-01,9,6  ,181,40.675147104335402,-73.830115585484194
AQU,2019-01-01,9,6  ,182,40.675114734844399,-73.830149594960702
AQU,2019-01-01,9,6  ,183,40.675082025114598,-73.8301820557854
AQU,2019-01-01,9,6  ,184,40.675048972656903,-73.830212994212005
AQU,2019-01-01,9,6  ,185,40.675015421150597,-73.830242645922894
AQU,2019-01-01,9,6  ,174,40.675344675088098,-73.829852977609903
AQU,2019-01-01,9,6  ,175,40.675319373366499,-73.829893833140801
AQU,2019-01-01,9,6  ,176,40.675293186316601,-73.829933280087104
AQU,2019-01-01,9,6  ,177,40.675265627032402,-73.8299721718531
AQU,2019-01-01,9,6  ,178,40.6752375105822,-73.830009276851897
AQU,2019-01-01,9,6  ,179,40.675208542396298,-73.830045346666196
AQU,2019-01-01,9,6  ,168,40.675475364534201,-73.829582713047998
AQU,2019-01-01,9,6  ,169,40.6754560990097,-73.829631018882495
AQU,2019-01-01,9,6  ,170,40.675435789272598,-73.8296779647835
AQU,2019-01-01,9,6  ,171,40.675414387943597,-73.829723836252995
AQU,2019-01-01,9,6  ,172,40.675391999876197,-73.829768383851899
AQU,2019-01-01,9,6  ,173,40.6753688667688,-73.829811156594999
AQU,2019-01-01,9,6  ,162,40.675562884825702,-73.829283772734101
AQU,2019-01-01,9,6  ,163,40.675551706397499,-73.829333871320301
AQU,2019-01-01,9,6  ,164,40.675539054646201,-73.829384565906906
AQU,2019-01-01,9,6  ,165,40.675525152041097,-73.829434623892396
AQU,2019-01-01,9,6  ,166,40.675509832366501,-73.829484599256006
AQU,2019-01-01,9,6  ,167,40.675493078125598,-73.829534462471599
AQU,2019-01-01,9,6  ,156,40.6756040501296,-73.828976131875706
AQU,2019-01-01,9,6  ,157,40.6756000887708,-73.829029192396803
AQU,2019-01-01,9,6  ,158,40.675595063135603,-73.829080676452904
AQU,2019-01-01,9,6  ,159,40.675588764940798,-73.8291324374689
AQU,2019-01-01,9,6  ,160,40.6755814474269,-73.829182576052006
AQU,2019-01-01,9,6  ,161,40.675572846882297,-73.829233059191495
AQU,2019-01-01,9,6  ,150,40.675603002683197,-73.828652284382102
AQU,2019-01-01,9,6  ,151,40.675606319267402,-73.828707964787895
AQU,2019-01-01,9,6  ,152,40.675608311488702,-73.828762841975305
AQU,2019-01-01,9,6  ,153,40.675609033686001,-73.828816514272503
AQU,2019-01-01,9,6  ,154,40.675608539573098,-73.828869784926496
AQU,2019-01-01,9,6  ,155,40.675606868234603,-73.828923012238803
AQU,2019-01-01,9,6  ,144,40.675556625321803,-73.828329086969006
AQU,2019-01-01,9,6  ,145,40.675567873630897,-73.828383319214197
AQU,2019-01-01,9,6  ,146,40.675577482693903,-73.828436430138396
AQU,2019-01-01,9,6  ,147,40.675585844365798,-73.8284904086902
AQU,2019-01-01,9,6  ,148,40.675592646675,-73.828543065706896
AQU,2019-01-01,9,6  ,149,40.675598479256998,-73.828597728829607
AQU,2019-01-01,9,6  ,138,40.675463325693698,-73.828022387508895
AQU,2019-01-01,9,6  ,139,40.6754822109584,-73.828072158702099
AQU,2019-01-01,9,6  ,140,40.675499720354203,-73.828122568572098
AQU,2019-01-01,9,6  ,141,40.675516001839497,-73.828173811948702
AQU,2019-01-01,9,6  ,142,40.6755307417951,-73.828224829776204
AQU,2019-01-01,9,6  ,143,40.675544156191101,-73.828275998634197
AQU,2019-01-01,9,6  ,132,40.675327401672803,-73.8277500052303
AQU,2019-01-01,9,6  ,133,40.675352679292097,-73.827792429705397
AQU,2019-01-01,9,6  ,134,40.675377246972303,-73.827836689537804
AQU,2019-01-01,9,6  ,135,40.675400530744199,-73.827881645756605
AQU,2019-01-01,9,6  ,136,40.6754226101123,-73.827927487322498
AQU,2019-01-01,9,6  ,137,40.675443695111099,-73.827974781793998
AQU,2019-01-01,9,6  ,126,40.675154791502898,-73.827518457168793
AQU,2019-01-01,9,6  ,127,40.675186155448699,-73.827554492570997
AQU,2019-01-01,9,6  ,128,40.6752165809053,-73.827591691436695
AQU,2019-01-01,9,6  ,129,40.675246149867299,-73.827630216475498
AQU,2019-01-01,9,6  ,130,40.675274564365999,-73.827669528398403
AQU,2019-01-01,9,6  ,131,40.675301671972299,-73.827709522285303
AQU,2019-01-01,9,6  ,120,40.674946467333598,-73.827327982371699
AQU,2019-01-01,9,6  ,121,40.674983026084703,-73.827355771304198
AQU,2019-01-01,9,6  ,122,40.675019593568003,-73.827385865074007
AQU,2019-01-01,9,6  ,123,40.6750554585957,-73.827417715440603
AQU,2019-01-01,9,6  ,124,40.675089377587902,-73.827449967247105
AQU,2019-01-01,9,6  ,125,40.675122164667599,-73.827483196242795
AQU,2019-01-01,9,6  ,114,40.674711737083904,-73.827194424982693
AQU,2019-01-01,9,6  ,115,40.674752384955603,-73.827212698897696
AQU,2019-01-01,9,6  ,116,40.674792783571398,-73.827232744890594
AQU,2019-01-01,9,6  ,117,40.674832391227099,-73.827254325042503
AQU,2019-01-01,9,6  ,118,40.674870881541999,-73.827277114029798
AQU,2019-01-01,9,6  ,119,40.674908980197799,-73.827301678462703
AQU,2019-01-01,9,6  ,108,40.674461457940801,-73.827117764022603
AQU,2019-01-01,9,6  ,109,40.674504073906299,-73.827126629198403
AQU,2019-01-01,9,6  ,110,40.674546041828201,-73.827137062560496
AQU,2019-01-01,9,6  ,111,40.674588349575203,-73.827149220405005
AQU,2019-01-01,9,6  ,112,40.674630368536597,-73.827162967896996
AQU,2019-01-01,9,6  ,113,40.674671184720097,-73.827177926230604
AQU,2019-01-01,9,6  ,102,40.674201100298099,-73.827102812776204
AQU,2019-01-01,9,6  ,103,40.674245005317097,-73.827100739958894
AQU,2019-01-01,9,6  ,104,40.6742888894373,-73.827100471209903
AQU,2019-01-01,9,6  ,105,40.674332816133997,-73.827102064904594
AQU,2019-01-01,9,6  ,106,40.674375674170399,-73.827105509857105
AQU,2019-01-01,9,6  ,107,40.6744184938104,-73.827110729366694
AQU,2019-01-01,9,6  ,96,40.673934836142799,-73.827155275657006
AQU,2019-01-01,9,6  ,97,40.673979218073796,-73.827141625581504
AQU,2019-01-01,9,6  ,98,40.6740244630112,-73.827129833526001
AQU,2019-01-01,9,6  ,99,40.674068502515702,-73.827120307533406
AQU,2019-01-01,9,6  ,100,40.674113036252301,-73.827112547242706
AQU,2019-01-01,9,6  ,101,40.674156771190702,-73.827106788979705
